run_timestamp,algorithm,trace_count,trace_length,type_count,dimensions,support,rep,time_s,queries_found
2026-07-13T00:08:12.639771,D-U-C,2000,10,5,2,1.0,1,0.433289,2
2026-07-13T00:08:12.639771,D-U-C,2000,10,5,2,1.0,2,0.572413,2
2026-07-13T00:08:12.639771,D-U-C,2000,10,5,2,1.0,3,0.400654,2
2026-07-13T00:08:12.639771,D-U-C-T,2000,10,5,2,1.0,1,0.37483,2
2026-07-13T00:08:12.639771,D-U-C-T,2000,10,5,2,1.0,2,0.342817,2
2026-07-13T00:08:12.639771,D-U-C-T,2000,10,5,2,1.0,3,0.325865,2
2026-07-13T00:08:12.639771,D-U-C-M-r,2000,10,5,2,1.0,1,1.206906,2
2026-07-13T00:08:12.639771,D-U-C-M-r,2000,10,5,2,1.0,2,1.24919,2
2026-07-13T00:08:12.639771,D-U-C-M-r,2000,10,5,2,1.0,3,1.454554,2
2026-07-13T00:08:12.639771,D-U-C-M-b,2000,10,5,2,1.0,1,1.280559,2
2026-07-13T00:08:12.639771,D-U-C-M-b,2000,10,5,2,1.0,2,1.067686,2
2026-07-13T00:08:12.639771,D-U-C-M-b,2000,10,5,2,1.0,3,1.094526,2
2026-07-13T00:08:12.639771,D-U-C,4000,10,5,2,1.0,1,1.317518,2
2026-07-13T00:08:12.639771,D-U-C,4000,10,5,2,1.0,2,1.266171,2
2026-07-13T00:08:12.639771,D-U-C,4000,10,5,2,1.0,3,1.254104,2
2026-07-13T00:08:12.639771,D-U-C-T,4000,10,5,2,1.0,1,0.945786,2
2026-07-13T00:08:12.639771,D-U-C-T,4000,10,5,2,1.0,2,0.945418,2
2026-07-13T00:08:12.639771,D-U-C-T,4000,10,5,2,1.0,3,0.909525,2
2026-07-13T00:08:12.639771,D-U-C-M-r,4000,10,5,2,1.0,1,1.287204,2
2026-07-13T00:08:12.639771,D-U-C-M-r,4000,10,5,2,1.0,2,1.304475,2
2026-07-13T00:08:12.639771,D-U-C-M-r,4000,10,5,2,1.0,3,1.369996,2
2026-07-13T00:08:12.639771,D-U-C-M-b,4000,10,5,2,1.0,1,1.253731,2
2026-07-13T00:08:12.639771,D-U-C-M-b,4000,10,5,2,1.0,2,1.450533,2
2026-07-13T00:08:12.639771,D-U-C-M-b,4000,10,5,2,1.0,3,1.587045,2
